score,word_count,cell_count,has_verbish,has_nounish,phrase,word1,instance_id1,start1,end1,path1,word2,instance_id2,start2,end2,path2
3,2,5,False,False,then a,then,100,G6,J6,G6 -> H6 -> I7 -> J6,a,104,K6,K6,K6
11,2,9,False,True,a decimals,a,101,I6,I6,I6,decimals,122,H7,A11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10 -> A11
11,2,8,False,True,a decimal,a,101,I6,I6,I6,decimal,121,H7,B10,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10
11,2,8,False,True,a decimal,a,101,I6,I6,I6,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11
11,2,4,False,True,a end,a,101,I6,I6,I6,end,124,I7,K5,I7 -> J6 -> K5
3,2,3,False,False,a in,a,101,I6,I6,I6,in,73,J5,J6,J5 -> J6
3,2,5,False,False,an and,an,102,I6,J6,I6 -> J6,and,106,K6,K5,K6 -> L5 -> K5
3,2,4,False,False,an an,an,102,I6,J6,I6 -> J6,an,105,K6,L5,K6 -> L5
3,2,4,False,False,an at,an,102,I6,J6,I6 -> J6,at,109,K6,L7,K6 -> L7
3,2,3,False,False,an a,an,102,I6,J6,I6 -> J6,a,104,K6,K6,K6
3,2,5,False,False,and an,and,103,I6,K5,I6 -> J6 -> K5,an,105,K6,L5,K6 -> L5
3,2,5,False,False,and at,and,103,I6,K5,I6 -> J6 -> K5,at,109,K6,L7,K6 -> L7
3,2,4,False,False,and a,and,103,I6,K5,I6 -> J6 -> K5,a,58,J4,J4,J4
3,2,4,False,False,and a,and,103,I6,K5,I6 -> J6 -> K5,a,104,K6,K6,K6
3,2,4,False,False,a the,a,104,K6,K6,K6,the,125,L7,K8,L7 -> L8 -> K8
3,2,3,False,False,a in,a,104,K6,K6,K6,in,73,J5,J6,J5 -> J6
11,2,5,False,True,an end,an,105,K6,L5,K6 -> L5,end,59,K4,K5,K4 -> L4 -> K5
11,2,5,False,True,an end,an,105,K6,L5,K6 -> L5,end,74,M5,K5,M5 -> L4 -> K5
3,2,5,False,False,and in,and,106,K6,K5,K6 -> L5 -> K5,in,73,J5,J6,J5 -> J6
3,2,4,False,False,and a,and,106,K6,K5,K6 -> L5 -> K5,a,58,J4,J4,J4
3,2,3,False,False,an a,an,107,K6,J6,K6 -> J6,a,101,I6,I6,I6
3,2,4,False,False,and a,and,108,K6,K5,K6 -> J6 -> K5,a,58,J4,J4,J4
5,2,5,False,False,at the,at,109,K6,L7,K6 -> L7,the,126,M7,K8,M7 -> L8 -> K8
11,2,9,False,True,a hundreds,a,110,A7,A7,A7,hundreds,77,B6,B1,B6 -> C6 -> C5 -> D4 -> D3 -> D2 -> C1 -> B1
11,2,9,False,True,a hundreds,a,110,A7,A7,A7,hundreds,79,B6,B1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1 -> B1
11,2,8,True,True,a hundred,a,110,A7,A7,A7,hundred,76,B6,C1,B6 -> C6 -> C5 -> D4 -> D3 -> D2 -> C1
11,2,8,True,True,a hundred,a,110,A7,A7,A7,hundred,78,B6,C1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1
17,2,9,False,True,nine three,nine,111,C7,C4,C7 -> D6 -> C5 -> C4,three,28,C3,B3,C3 -> B2 -> A1 -> A2 -> B3
17,2,9,False,True,nine three,nine,111,C7,C4,C7 -> D6 -> C5 -> C4,three,31,C3,A2,C3 -> B2 -> C2 -> B3 -> A2
17,2,9,False,True,nine three,nine,111,C7,C4,C7 -> D6 -> C5 -> C4,three,32,C3,A4,C3 -> B2 -> C2 -> B3 -> A4
17,2,7,False,True,nine ten,nine,111,C7,C4,C7 -> D6 -> C5 -> C4,ten,36,C3,A3,C3 -> B3 -> A3
17,2,7,False,True,nine ten,nine,111,C7,C4,C7 -> D6 -> C5 -> C4,ten,61,B5,A3,B5 -> A4 -> A3
12,2,7,True,True,nine get,nine,111,C7,C4,C7 -> D6 -> C5 -> C4,get,49,B4,C3,B4 -> B3 -> C3
12,2,7,True,True,nine get,nine,111,C7,C4,C7 -> D6 -> C5 -> C4,get,50,B4,B5,B4 -> A4 -> B5
8,2,8,False,True,nine then,nine,111,C7,C4,C7 -> D6 -> C5 -> C4,then,30,C3,A3,C3 -> B2 -> A2 -> A3
8,2,8,False,True,nine then,nine,111,C7,C4,C7 -> D6 -> C5 -> C4,then,35,C3,A3,C3 -> B2 -> B3 -> A3
8,2,7,False,True,nine the,nine,111,C7,C4,C7 -> D6 -> C5 -> C4,the,29,C3,A2,C3 -> B2 -> A2
8,2,7,False,True,nine the,nine,111,C7,C4,C7 -> D6 -> C5 -> C4,the,34,C3,B3,C3 -> B2 -> B3
8,2,6,False,True,nine to,nine,111,C7,C4,C7 -> D6 -> C5 -> C4,to,64,B5,A6,B5 -> A6
12,2,11,True,True,nineteen get,nineteen,112,C7,A3,C7 -> D6 -> C5 -> C4 -> C3 -> B3 -> A2 -> A3,get,50,B4,B5,B4 -> A4 -> B5
17,2,9,False,True,nine three,nine,115,C7,C4,C7 -> D6 -> D5 -> C4,three,28,C3,B3,C3 -> B2 -> A1 -> A2 -> B3
17,2,9,False,True,nine three,nine,115,C7,C4,C7 -> D6 -> D5 -> C4,three,31,C3,A2,C3 -> B2 -> C2 -> B3 -> A2
17,2,9,False,True,nine three,nine,115,C7,C4,C7 -> D6 -> D5 -> C4,three,32,C3,A4,C3 -> B2 -> C2 -> B3 -> A4
17,2,7,False,True,nine ten,nine,115,C7,C4,C7 -> D6 -> D5 -> C4,ten,36,C3,A3,C3 -> B3 -> A3
17,2,7,False,True,nine ten,nine,115,C7,C4,C7 -> D6 -> D5 -> C4,ten,61,B5,A3,B5 -> A4 -> A3
12,2,7,True,True,nine get,nine,115,C7,C4,C7 -> D6 -> D5 -> C4,get,49,B4,C3,B4 -> B3 -> C3
12,2,7,True,True,nine get,nine,115,C7,C4,C7 -> D6 -> D5 -> C4,get,50,B4,B5,B4 -> A4 -> B5
8,2,8,False,True,nine then,nine,115,C7,C4,C7 -> D6 -> D5 -> C4,then,30,C3,A3,C3 -> B2 -> A2 -> A3
8,2,8,False,True,nine then,nine,115,C7,C4,C7 -> D6 -> D5 -> C4,then,35,C3,A3,C3 -> B2 -> B3 -> A3
8,2,7,False,True,nine the,nine,115,C7,C4,C7 -> D6 -> D5 -> C4,the,29,C3,A2,C3 -> B2 -> A2
8,2,7,False,True,nine the,nine,115,C7,C4,C7 -> D6 -> D5 -> C4,the,34,C3,B3,C3 -> B2 -> B3
8,2,6,False,True,nine to,nine,115,C7,C4,C7 -> D6 -> D5 -> C4,to,64,B5,A6,B5 -> A6
12,2,11,True,True,nineteen get,nineteen,116,C7,A3,C7 -> D6 -> D5 -> C4 -> C3 -> B3 -> A2 -> A3,get,50,B4,B5,B4 -> A4 -> B5
16,2,9,True,True,find three,find,119,E7,D4,E7 -> D6 -> C5 -> D4,three,28,C3,B3,C3 -> B2 -> A1 -> A2 -> B3
16,2,9,True,True,find three,find,119,E7,D4,E7 -> D6 -> C5 -> D4,three,31,C3,A2,C3 -> B2 -> C2 -> B3 -> A2
16,2,9,True,True,find three,find,119,E7,D4,E7 -> D6 -> C5 -> D4,three,32,C3,A4,C3 -> B2 -> C2 -> B3 -> A4
16,2,9,True,True,find three,find,119,E7,D4,E7 -> D6 -> C5 -> D4,three,33,C3,C4,C3 -> B2 -> C2 -> B3 -> C4
16,2,7,True,True,find ten,find,119,E7,D4,E7 -> D6 -> C5 -> D4,ten,36,C3,A3,C3 -> B3 -> A3
16,2,7,True,True,find ten,find,119,E7,D4,E7 -> D6 -> C5 -> D4,ten,38,C3,D5,C3 -> C4 -> D5
15,2,7,True,False,find the,find,119,E7,D4,E7 -> D6 -> C5 -> D4,the,29,C3,A2,C3 -> B2 -> A2
15,2,7,True,False,find the,find,119,E7,D4,E7 -> D6 -> C5 -> D4,the,34,C3,B3,C3 -> B2 -> B3
15,2,6,True,False,find an,find,119,E7,D4,E7 -> D6 -> C5 -> D4,an,56,E4,D5,E4 -> D5
15,2,5,True,False,find a,find,119,E7,D4,E7 -> D6 -> C5 -> D4,a,55,E4,E4,E4
11,2,8,True,False,find then,find,119,E7,D4,E7 -> D6 -> C5 -> D4,then,30,C3,A3,C3 -> B2 -> A2 -> A3
11,2,8,True,False,find then,find,119,E7,D4,E7 -> D6 -> C5 -> D4,then,35,C3,A3,C3 -> B2 -> B3 -> A3
16,2,9,True,True,find three,find,120,E7,D4,E7 -> D6 -> D5 -> D4,three,28,C3,B3,C3 -> B2 -> A1 -> A2 -> B3
16,2,9,True,True,find three,find,120,E7,D4,E7 -> D6 -> D5 -> D4,three,31,C3,A2,C3 -> B2 -> C2 -> B3 -> A2
16,2,9,True,True,find three,find,120,E7,D4,E7 -> D6 -> D5 -> D4,three,32,C3,A4,C3 -> B2 -> C2 -> B3 -> A4
16,2,9,True,True,find three,find,120,E7,D4,E7 -> D6 -> D5 -> D4,three,33,C3,C4,C3 -> B2 -> C2 -> B3 -> C4
16,2,7,True,True,find ten,find,120,E7,D4,E7 -> D6 -> D5 -> D4,ten,36,C3,A3,C3 -> B3 -> A3
16,2,7,True,True,find ten,find,120,E7,D4,E7 -> D6 -> D5 -> D4,ten,37,C3,C5,C3 -> C4 -> C5
15,2,7,True,False,find the,find,120,E7,D4,E7 -> D6 -> D5 -> D4,the,29,C3,A2,C3 -> B2 -> A2
15,2,7,True,False,find the,find,120,E7,D4,E7 -> D6 -> D5 -> D4,the,34,C3,B3,C3 -> B2 -> B3
15,2,5,True,False,find a,find,120,E7,D4,E7 -> D6 -> D5 -> D4,a,55,E4,E4,E4
11,2,8,True,False,find then,find,120,E7,D4,E7 -> D6 -> D5 -> D4,then,30,C3,A3,C3 -> B2 -> A2 -> A3
11,2,8,True,False,find then,find,120,E7,D4,E7 -> D6 -> D5 -> D4,then,35,C3,A3,C3 -> B2 -> B3 -> A3
8,2,9,False,True,decimal it,decimal,121,H7,B10,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10,it,128,B9,C9,B9 -> C9
8,2,9,False,True,decimal it,decimal,121,H7,B10,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10,it,129,B9,A10,B9 -> A10
8,2,9,False,True,decimal at,decimal,121,H7,B10,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10,at,153,B11,A10,B11 -> A10
8,2,9,False,True,decimal an,decimal,121,H7,B10,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10,an,154,B11,A12,B11 -> A12
8,2,9,False,True,decimal at,decimal,121,H7,B10,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10,at,155,B11,C12,B11 -> C12
8,2,9,True,True,decimal is,decimal,121,H7,B10,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10,is,156,C11,B12,C11 -> B12
8,2,9,False,True,decimal it,decimal,121,H7,B10,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10,it,157,C11,C12,C11 -> C12
8,2,8,False,True,decimal a,decimal,121,H7,B10,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10,a,152,B11,B11,B11
8,2,10,False,True,decimals at,decimals,122,H7,A11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10 -> A11,at,153,B11,A10,B11 -> A10
8,2,10,False,True,decimals an,decimals,122,H7,A11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10 -> A11,an,154,B11,A12,B11 -> A12
8,2,10,False,True,decimals at,decimals,122,H7,A11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10 -> A11,at,155,B11,C12,B11 -> C12
8,2,9,False,True,decimals a,decimals,122,H7,A11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10 -> A11,a,152,B11,B11,B11
13,2,10,False,True,decimal ten,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11,ten,173,C12,A12,C12 -> B13 -> A12
13,2,10,False,True,decimal ten,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11,ten,174,C12,C14,C12 -> B13 -> C14
8,2,9,True,True,decimal is,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11,is,156,C11,B12,C11 -> B12
8,2,9,False,True,decimal it,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11,it,157,C11,C12,C11 -> C12
8,2,9,False,True,decimal to,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11,to,172,C12,D12,C12 -> D12
8,2,9,False,True,decimal on,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11,on,175,D12,E11,D12 -> E11
8,2,9,False,True,decimal or,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11,or,176,D12,E13,D12 -> E13
8,2,9,False,True,decimal an,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11,an,178,E12,E11,E12 -> E11
8,2,8,False,True,decimal a,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11,a,177,E12,E12,E12
8,2,5,False,True,end an,end,124,I7,K5,I7 -> J6 -> K5,an,105,K6,L5,K6 -> L5
8,2,5,False,True,end at,end,124,I7,K5,I7 -> J6 -> K5,at,109,K6,L7,K6 -> L7
8,2,4,False,True,end a,end,124,I7,K5,I7 -> J6 -> K5,a,58,J4,J4,J4
8,2,4,False,True,end a,end,124,I7,K5,I7 -> J6 -> K5,a,104,K6,K6,K6
7,2,6,True,False,the get,the,125,L7,K8,L7 -> L8 -> K8,get,134,L9,J10,L9 -> K10 -> J10
7,2,6,True,False,the get,the,125,L7,K8,L7 -> L8 -> K8,get,135,L9,M9,L9 -> M10 -> M9
7,2,6,True,False,the get,the,125,L7,K8,L7 -> L8 -> K8,get,136,L9,N10,L9 -> M10 -> N10
3,2,5,False,False,the it,the,125,L7,K8,L7 -> L8 -> K8,it,132,J9,J10,J9 -> J10
7,2,6,True,False,the get,the,126,M7,K8,M7 -> L8 -> K8,get,134,L9,J10,L9 -> K10 -> J10
7,2,6,True,False,the get,the,126,M7,K8,M7 -> L8 -> K8,get,135,L9,M9,L9 -> M10 -> M9
7,2,6,True,False,the get,the,126,M7,K8,M7 -> L8 -> K8,get,136,L9,N10,L9 -> M10 -> N10
3,2,5,False,False,the it,the,126,M7,K8,M7 -> L8 -> K8,it,132,J9,J10,J9 -> J10
7,2,5,True,False,a find,a,127,E8,E8,E8,find,119,E7,D4,E7 -> D6 -> C5 -> D4
7,2,5,True,False,a find,a,127,E8,E8,E8,find,120,E7,D4,E7 -> D6 -> D5 -> D4
3,2,3,False,False,it a,it,128,B9,C9,B9 -> C9,a,139,C10,C10,C10
3,2,4,False,False,it an,it,129,B9,A10,B9 -> A10,an,154,B11,A12,B11 -> A12
3,2,4,False,False,it at,it,129,B9,A10,B9 -> A10,at,155,B11,C12,B11 -> C12
3,2,3,False,False,it a,it,129,B9,A10,B9 -> A10,a,152,B11,B11,B11
8,2,8,False,True,it ninety,it,130,H9,H10,H9 -> H10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13
8,2,8,False,True,it ninety,it,130,H9,H10,H9 -> H10,ninety,165,I11,G14,I11 -> I12 -> H12 -> G13 -> F14 -> G14
8,2,6,False,True,it nine,it,130,H9,H10,H9 -> H10,nine,163,I11,G13,I11 -> I12 -> H12 -> G13
8,2,6,False,True,it nine,it,130,H9,H10,H9 -> H10,nine,166,I11,H13,I11 -> I12 -> H12 -> H13
7,2,4,True,False,it go,it,130,H9,H10,H9 -> H10,go,131,I9,I10,I9 -> I10
3,2,4,False,False,it on,it,130,H9,H10,H9 -> H10,on,143,I10,I11,I10 -> I11
3,2,4,False,False,it it,it,130,H9,H10,H9 -> H10,it,160,G11,H11,G11 -> H11
3,2,4,False,False,it in,it,130,H9,H10,H9 -> H10,in,161,G11,H12,G11 -> H12
3,2,4,False,False,it to,it,130,H9,H10,H9 -> H10,to,162,H11,I10,H11 -> I10
16,2,9,True,True,go integer,go,131,I9,I10,I9 -> I10,integer,169,J11,M12,J11 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12
16,2,8,True,True,go ninety,go,131,I9,I10,I9 -> I10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13
16,2,8,True,True,go ninety,go,131,I9,I10,I9 -> I10,ninety,165,I11,G14,I11 -> I12 -> H12 -> G13 -> F14 -> G14
16,2,6,True,True,go nine,go,131,I9,I10,I9 -> I10,nine,163,I11,G13,I11 -> I12 -> H12 -> G13
16,2,6,True,True,go nine,go,131,I9,I10,I9 -> I10,nine,166,I11,H13,I11 -> I12 -> H12 -> H13
11,2,4,True,False,go it,go,131,I9,I10,I9 -> I10,it,130,H9,H10,H9 -> H10
11,2,4,True,False,go it,go,131,I9,I10,I9 -> I10,it,132,J9,J10,J9 -> J10
11,2,4,True,False,go it,go,131,I9,I10,I9 -> I10,it,167,J11,J10,J11 -> J10
11,2,4,True,False,go in,go,131,I9,I10,I9 -> I10,in,168,J11,I11,J11 -> I11
8,2,8,False,True,it ninety,it,132,J9,J10,J9 -> J10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13
8,2,8,False,True,it ninety,it,132,J9,J10,J9 -> J10,ninety,165,I11,G14,I11 -> I12 -> H12 -> G13 -> F14 -> G14
8,2,6,False,True,it nine,it,132,J9,J10,J9 -> J10,nine,163,I11,G13,I11 -> I12 -> H12 -> G13
8,2,6,False,True,it nine,it,132,J9,J10,J9 -> J10,nine,166,I11,H13,I11 -> I12 -> H12 -> H13
7,2,4,True,False,it go,it,132,J9,J10,J9 -> J10,go,131,I9,I10,I9 -> I10
3,2,4,False,False,it on,it,132,J9,J10,J9 -> J10,on,143,I10,I11,I10 -> I11
3,2,4,False,False,it in,it,132,J9,J10,J9 -> J10,in,168,J11,I11,J11 -> I11
3,2,3,False,False,it a,it,132,J9,J10,J9 -> J10,a,170,K11,K11,K11
15,2,5,True,False,get an,get,133,L9,L7,L9 -> K8 -> L7,an,105,K6,L5,K6 -> L5
15,2,5,True,False,get an,get,133,L9,L7,L9 -> K8 -> L7,an,107,K6,J6,K6 -> J6
15,2,4,True,False,get a,get,133,L9,L7,L9 -> K8 -> L7,a,104,K6,K6,K6
11,2,6,True,False,get and,get,133,L9,L7,L9 -> K8 -> L7,and,106,K6,K5,K6 -> L5 -> K5
11,2,6,True,False,get and,get,133,L9,L7,L9 -> K8 -> L7,and,108,K6,K5,K6 -> J6 -> K5
16,2,9,True,True,get ninety,get,134,L9,J10,L9 -> K10 -> J10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13
16,2,9,True,True,get ninety,get,134,L9,J10,L9 -> K10 -> J10,ninety,165,I11,G14,I11 -> I12 -> H12 -> G13 -> F14 -> G14
16,2,7,True,True,get nine,get,134,L9,J10,L9 -> K10 -> J10,nine,163,I11,G13,I11 -> I12 -> H12 -> G13
16,2,7,True,True,get nine,get,134,L9,J10,L9 -> K10 -> J10,nine,166,I11,H13,I11 -> I12 -> H12 -> H13
15,2,5,True,False,get go,get,134,L9,J10,L9 -> K10 -> J10,go,131,I9,I10,I9 -> I10
15,2,4,True,False,get a,get,134,L9,J10,L9 -> K10 -> J10,a,170,K11,K11,K11
11,2,5,True,False,get on,get,134,L9,J10,L9 -> K10 -> J10,on,143,I10,I11,I10 -> I11
11,2,5,True,False,get in,get,134,L9,J10,L9 -> K10 -> J10,in,168,J11,I11,J11 -> I11
16,2,6,True,True,get ten,get,135,L9,M9,L9 -> M10 -> M9,ten,151,N10,N11,N10 -> M11 -> N11
15,2,6,True,False,get get,get,135,L9,M9,L9 -> M10 -> M9,get,145,L10,J10,L10 -> K10 -> J10
15,2,6,True,False,get get,get,135,L9,M9,L9 -> M10 -> M9,get,148,L10,N10,L10 -> M11 -> N10
15,2,6,True,False,get get,get,135,L9,M9,L9 -> M10 -> M9,get,149,L10,N12,L10 -> M11 -> N12
15,2,6,True,False,get the,get,136,L9,N10,L9 -> M10 -> N10,the,137,M9,K8,M9 -> L8 -> K8
7,2,6,True,False,the get,the,137,M9,K8,M9 -> L8 -> K8,get,134,L9,J10,L9 -> K10 -> J10
7,2,6,True,False,the get,the,137,M9,K8,M9 -> L8 -> K8,get,136,L9,N10,L9 -> M10 -> N10
3,2,5,False,False,the it,the,137,M9,K8,M9 -> L8 -> K8,it,132,J9,J10,J9 -> J10
3,2,3,False,False,a it,a,139,C10,C10,C10,it,128,B9,C9,B9 -> C9
3,2,3,False,False,a it,a,139,C10,C10,C10,it,129,B9,A10,B9 -> A10
3,2,3,False,False,a at,a,139,C10,C10,C10,at,153,B11,A10,B11 -> A10
3,2,3,False,False,a an,a,139,C10,C10,C10,an,154,B11,A12,B11 -> A12
3,2,3,False,False,a at,a,139,C10,C10,C10,at,155,B11,C12,B11 -> C12
3,2,3,True,False,a is,a,139,C10,C10,C10,is,156,C11,B12,C11 -> B12
3,2,3,False,False,a it,a,139,C10,C10,C10,it,157,C11,C12,C11 -> C12
3,2,2,False,False,a a,a,139,C10,C10,C10,a,152,B11,B11,B11
3,2,4,False,False,at it,at,140,C10,C9,C10 -> C9,it,129,B9,A10,B9 -> A10
7,2,5,True,False,in get,in,141,E10,E11,E10 -> E11,get,179,F12,F14,F12 -> G13 -> F14
5,2,3,False,False,in a,in,141,E10,E11,E10 -> E11,a,177,E12,E12,E12
3,2,4,False,False,in or,in,141,E10,E11,E10 -> E11,or,176,D12,E13,D12 -> E13
10,2,8,False,True,to ninety,to,142,H10,I10,H10 -> I10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13
10,2,8,False,True,to ninety,to,142,H10,I10,H10 -> I10,ninety,165,I11,G14,I11 -> I12 -> H12 -> G13 -> F14 -> G14
10,2,6,False,True,to nine,to,142,H10,I10,H10 -> I10,nine,163,I11,G13,I11 -> I12 -> H12 -> G13
10,2,6,False,True,to nine,to,142,H10,I10,H10 -> I10,nine,166,I11,H13,I11 -> I12 -> H12 -> H13
8,2,9,False,True,to integer,to,142,H10,I10,H10 -> I10,integer,169,J11,M12,J11 -> I11 -> J10 -> K10 -> L10 -> M11 -> M12
3,2,4,False,False,to it,to,142,H10,I10,H10 -> I10,it,132,J9,J10,J9 -> J10
3,2,4,False,False,to it,to,142,H10,I10,H10 -> I10,it,167,J11,J10,J11 -> J10
3,2,4,False,False,to in,to,142,H10,I10,H10 -> I10,in,168,J11,I11,J11 -> I11
3,2,4,False,False,on it,on,143,I10,I11,I10 -> I11,it,167,J11,J10,J11 -> J10
3,2,4,False,False,on it,on,143,I10,I11,I10 -> I11,it,180,I12,H11,I12 -> H11
3,2,4,False,False,on in,on,143,I10,I11,I10 -> I11,in,183,I12,H12,I12 -> H12
3,2,4,True,False,on is,on,143,I10,I11,I10 -> I11,is,184,I12,I13,I12 -> I13
3,2,4,True,False,on is,on,143,I10,I11,I10 -> I11,is,187,J12,I13,J12 -> I13
10,2,8,False,True,to ninety,to,144,J10,I10,J10 -> I10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13
10,2,8,False,True,to ninety,to,144,J10,I10,J10 -> I10,ninety,165,I11,G14,I11 -> I12 -> H12 -> G13 -> F14 -> G14
10,2,6,False,True,to nine,to,144,J10,I10,J10 -> I10,nine,163,I11,G13,I11 -> I12 -> H12 -> G13
10,2,6,False,True,to nine,to,144,J10,I10,J10 -> I10,nine,166,I11,H13,I11 -> I12 -> H12 -> H13
3,2,4,False,False,to it,to,144,J10,I10,J10 -> I10,it,130,H9,H10,H9 -> H10
3,2,4,False,False,to in,to,144,J10,I10,J10 -> I10,in,168,J11,I11,J11 -> I11
16,2,9,True,True,get ninety,get,145,L10,J10,L10 -> K10 -> J10,ninety,164,I11,F13,I11 -> I12 -> H12 -> G13 -> F14 -> F13
16,2,9,True,True,get ninety,get,145,L10,J10,L10 -> K10 -> J10,ninety,165,I11,G14,I11 -> I12 -> H12 -> G13 -> F14 -> G14
16,2,7,True,True,get nine,get,145,L10,J10,L10 -> K10 -> J10,nine,163,I11,G13,I11 -> I12 -> H12 -> G13
16,2,7,True,True,get nine,get,145,L10,J10,L10 -> K10 -> J10,nine,166,I11,H13,I11 -> I12 -> H12 -> H13
15,2,5,True,False,get go,get,145,L10,J10,L10 -> K10 -> J10,go,131,I9,I10,I9 -> I10
15,2,4,True,False,get a,get,145,L10,J10,L10 -> K10 -> J10,a,170,K11,K11,K11
11,2,5,True,False,get on,get,145,L10,J10,L10 -> K10 -> J10,on,143,I10,I11,I10 -> I11
11,2,5,True,False,get in,get,145,L10,J10,L10 -> K10 -> J10,in,168,J11,I11,J11 -> I11
16,2,6,True,True,get ten,get,146,L10,M9,L10 -> M10 -> M9,ten,151,N10,N11,N10 -> M11 -> N11
15,2,6,True,False,get get,get,146,L10,M9,L10 -> M10 -> M9,get,133,L9,L7,L9 -> K8 -> L7
15,2,6,True,False,get get,get,146,L10,M9,L10 -> M10 -> M9,get,134,L9,J10,L9 -> K10 -> J10
15,2,6,True,False,get the,get,147,L10,N10,L10 -> M10 -> N10,the,137,M9,K8,M9 -> L8 -> K8
16,2,6,True,True,get ten,get,148,L10,N10,L10 -> M11 -> N10,ten,138,M9,N11,M9 -> M10 -> N11
15,2,6,True,False,get the,get,148,L10,N10,L10 -> M11 -> N10,the,137,M9,K8,M9 -> L8 -> K8
11,2,4,False,True,a ten,a,152,B11,B11,B11,ten,173,C12,A12,C12 -> B13 -> A12
11,2,4,False,True,a ten,a,152,B11,B11,B11,ten,174,C12,C14,C12 -> B13 -> C14
3,2,3,False,False,a at,a,152,B11,B11,B11,at,140,C10,C9,C10 -> C9
3,2,3,True,False,a is,a,152,B11,B11,B11,is,156,C11,B12,C11 -> B12
3,2,3,False,False,a it,a,152,B11,B11,B11,it,157,C11,C12,C11 -> C12
3,2,3,False,False,a to,a,152,B11,B11,B11,to,172,C12,D12,C12 -> D12
3,2,2,False,False,a a,a,152,B11,B11,B11,a,139,C10,C10,C10
3,2,4,False,False,at it,at,153,B11,A10,B11 -> A10,it,128,B9,C9,B9 -> C9
3,2,4,True,False,an is,an,154,B11,A12,B11 -> A12,is,192,A13,B12,A13 -> B12
3,2,4,False,False,an it,an,154,B11,A12,B11 -> A12,it,193,A13,A14,A13 -> A14
10,2,5,False,True,at ten,at,155,B11,C12,B11 -> C12,ten,195,C13,A12,C13 -> B13 -> A12
10,2,5,False,True,at ten,at,155,B11,C12,B11 -> C12,ten,196,C13,C14,C13 -> B13 -> C14
10,2,5,False,True,at ten,at,155,B11,C12,B11 -> C12,ten,197,C13,C14,C13 -> D14 -> C14
10,2,5,False,True,at ten,at,155,B11,C12,B11 -> C12,ten,198,C13,E14,C13 -> D14 -> E14
3,2,4,True,False,at is,at,155,B11,C12,B11 -> C12,is,156,C11,B12,C11 -> B12
3,2,4,False,False,at on,at,155,B11,C12,B11 -> C12,on,175,D12,E11,D12 -> E11
3,2,4,False,False,at or,at,155,B11,C12,B11 -> C12,or,176,D12,E13,D12 -> E13
3,2,4,False,False,at to,at,155,B11,C12,B11 -> C12,to,194,C13,D12,C13 -> D12
3,2,4,False,False,at it,at,155,B11,C12,B11 -> C12,it,200,D13,C13,D13 -> C13
3,2,4,False,False,at in,at,155,B11,C12,B11 -> C12,in,201,D13,C14,D13 -> C14
3,2,4,False,False,at in,at,155,B11,C12,B11 -> C12,in,202,D13,E14,D13 -> E14
8,2,5,True,True,is ten,is,156,C11,B12,C11 -> B12,ten,173,C12,A12,C12 -> B13 -> A12
